Name,Age,Nationality,Fifa Score,Club,Value,Salary,Continent
Gerard Badía,27,Spain,69,Piast Gliwice,€1.1M,€5K,EU'
M. Núñez,30,Argentina,69,CD Los Millionarios Bogota,€1M,€3K,SA'
W. Endo,24,Japan,69,Urawa Red Diamonds,€1.1M,€6K,AS'
L. Scaglia,30,Italy,69,Parma,€975K,€4K,EU'
M. Masango,27,South Africa,69,Randers FC,€1.1M,€9K,AF'
P. Sagna,26,France,69,Moreirense FC,€900K,€4K,EU'
A. El Messaoudi,21,Morocco,69,KV Mechelen,€1.3M,€7K,AF'
S. Benedetti,25,Italy,69,Virtus Entella,€1.2M,€2K,EU'
M. Gorgelin,26,France,69,Olympique Lyonnais,€950K,€23K,EU'
L. Silva,28,United States,69,Real Salt Lake,€1.1M,€6K,
M. Schwäbe,22,Germany,69,SG Dynamo Dresden,€1.1M,€12K,EU'
S. Marinos,29,Greece,69,Sporting Charleroi,€800K,€9K,EU'
M. Justesen,34,Denmark,69,Hobro IK,€325K,€7K,EU'
S. Sparagna,22,France,69,Boavista FC,€1.2M,€5K,EU'
M. Lüftner,23,Czech Republic,69,FC København,€1.2M,€10K,EU'
Juan Muñiz,25,Spain,69,Gimnàstic de Tarragona,€1.3M,€7K,EU'
E. Sağlik,25,Belgium,69,Sporting Charleroi,€1.3M,€9K,EU'
V. Poluyakhtov,27,Russia,69,FC Anzhi Makhachkala,€875K,€12K,
E. Cabaco,22,Uruguay,69,Levante UD,€1.5M,€10K,SA'
M. Jacobs,25,England,69,Wigan Athletic,€1.3M,€8K,
A. Guié Guié,30,Ivory Coast,69,US Orléans Loiret Football,€1M,€5K,
P. van Anholt,26,Netherlands,69,LA Galaxy,€1.1M,€5K,EU'
J. Angulo,28,Colombia,69,CD America de Cali,€825K,€2K,SA'
J. Samuelsen,32,Norway,69,Odds BK,€800K,€4K,EU'
A. Frączczak,29,Poland,69,Pogoń Szczecin,€1.1M,€5K,EU'
S. Bentivoglio,32,Italy,69,F.B.C. Unione Venezia,€800K,€4K,EU'
Linares,34,Spain,69,Real Oviedo,€550K,€7K,EU'
A. Rooney,29,Republic of Ireland,69,Aberdeen,€1.1M,€7K,
P. Škuletić,27,Serbia,69,Gençlerbirliği SK,€1.2M,€12K,EU'
R. Wolski,24,Poland,69,Lechia Gdańsk,€1.3M,€5K,EU'
S. Tarashaj,22,Switzerland,69,Everton,€1.7M,€42K,EU'
S. De Petter,31,Belgium,69,Sint-Truidense VV,€700K,€7K,EU'
A. Garofalo,32,Italy,69,F.B.C. Unione Venezia,€575K,€4K,EU'
Sunny,28,Nigeria,69,Real Salt Lake,€850K,€5K,AF'
O. Gaber,25,Egypt,69,FC Basel,€1.2M,€18K,AF'
M. Rasmussen,32,Denmark,69,Aarhus GF,€850K,€10K,EU'
C. Rodríguez,35,Argentina,69,Colon de Santa Fe,€230K,€5K,SA'
M. Bueno,23,Mexico,69,Monterrey,€1.5M,€17K,NA'
E. Berggreen,24,Denmark,69,1. FSV Mainz 05,€1.5M,€15K,EU'
Carvamelinho,33,Brazil,69,Santos Futebol Clube,€400K,€10K,SA'
R. Oudin,20,France,69,Stade de Reims,€1.6M,€6K,EU'
L. Thy,25,Germany,69,VVV-Venlo,€1.3M,€17K,EU'
R. M'Bolhi,31,Algeria,69,Stade Rennais FC,€650K,€10K,AF'
S. Dallas,26,Northern Ireland,69,Leeds United,€1.2M,€20K,
S. Walsh,22,Netherlands,69,SV Zulte-Waregem,€1.2M,€8K,EU'
Jaimosa Cavaco,29,Brazil,69,Vitória,€800K,€8K,SA'
G. Teigl,26,Austria,69,FC Augsburg,€1.1M,€13K,EU'
A. Timofeev,23,Russia,69,Spartak Moscow,€1.6M,€24K,
Z. Ferhat,24,Algeria,69,Le Havre AC,€1.4M,€5K,AF'
Alfaro,30,Spain,69,Córdoba CF,€1M,€7K,EU'
C. Techera,25,Uruguay,69,Vancouver Whitecaps FC,€1.3M,€5K,SA'
J. Worrall,20,England,69,Nottingham Forest,€1.8M,€12K,
K. Sarfo,22,Ghana,69,Malmö FF,€1.7M,€4K,AF'
G. Hernández,24,Mexico,69,Tiburones Rojos de Veracruz,€1.4M,€25K,NA'
Curro Sánchez,21,Spain,69,Sevilla Atlético,€1.9M,€4K,EU'
N. Brighenti,27,Italy,69,Frosinone,€875K,€3K,EU'
C. Bonilla,24,Colombia,69,La Equidad,€1.1M,€2K,SA'
S. Abdullahi,20,Nigeria,69,Eintracht Braunschweig,€1.6M,€13K,AF'
J. Ankersen,26,Denmark,69,Aarhus GF,€1.2M,€9K,EU'
Alex,28,Brazil,69,Houston Dynamo,€1M,€6K,SA'
Kim Seung Dae,26,Korea Republic,69,Pohang Steelers,€1.3M,€8K,
B. Lozano,23,Uruguay,69,Santos Laguna,€1.5M,€25K,SA'
M. Zimmermann,25,Germany,69,VfB Stuttgart,€1.1M,€13K,EU'
Y. Minev,36,Bulgaria,69,,€0,€0.00,EU'
G. Cvijanović,30,Slovenia,69,Korona Kielce,€975K,€4K,EU'
Marco Sangalli,25,Spain,69,AD Alcorcón,€1.3M,€8K,EU'
M. Sobottka,23,Germany,69,Fortuna Düsseldorf,€1.3M,€12K,EU'
R. Bormuth,21,Germany,69,Fortuna Düsseldorf,€1.5M,€11K,EU'
T. Makino,30,Japan,69,Urawa Red Diamonds,€775K,€7K,AS'
B. Martella,24,Italy,69,Crotone,€1.1M,€6K,EU'
R. Raţ,36,Romania,69,Rayo Vallecano,€120K,€5K,EU'
R. James,23,England,69,Wigan Athletic,€1.2M,€7K,
V. Bojinov,31,Bulgaria,69,FC Lausanne-Sports,€950K,€8K,EU'
S. Taylor,31,England,69,Peterborough United,€700K,€7K,
R. Acquafresca,29,Italy,69,FC Sion,€1.1M,€14K,EU'
U. Uçar,30,Turkey,69,İstanbul Başakşehir FK,€750K,€13K,AS'
J. Estrada,34,Colombia,69,Atlético Bucaramanga,€525K,€1K,SA'
Rafael Silva,25,Brazil,69,Urawa Red Diamonds,€1.3M,€8K,SA'
A. Al Jebreen,27,Saudi Arabia,69,Al Nassr,€875K,€20K,AS'
Prazeracinho,33,Brazil,69,Santos Futebol Clube,€650K,€11K,SA'
A. Dovbnya,30,Russia,69,FC SKA-Energiya Khabarovsk,€775K,€10K,
A. Rosati,34,Italy,69,Perugia,€425K,€2K,EU'
K. Jones,32,Trinidad & Tobago,69,Atlanta United FC,€850K,€6K,
Anderson Lopes,23,Brazil,69,Sanfrecce Hiroshima,€1.4M,€8K,SA'
A. Trajkovski,24,FYR Macedonia,69,Palermo,€1.4M,€3K,
Y. Abe,35,Japan,69,Urawa Red Diamonds,€450K,€6K,AS'
M. Bravo,30,Argentina,69,Tiburones Rojos de Veracruz,€1M,€6K,SA'
M. Holgersson,32,Sweden,69,Lorca Deportiva CF,€600K,€5K,EU'
D. Arslanagic,24,Belgium,69,Royal Antwerp FC,€1.2M,€7K,EU'
Lee Seung Woo,19,Korea Republic,69,Hellas Verona,€1.6M,€10K,
E. Ocansey,19,Ghana,69,KAS Eupen,€1.8M,€5K,AF'
C. Forsyth,28,Scotland,69,Derby County,€825K,€29K,
C. Hérelle,24,France,69,ES Troyes AC,€1.2M,€11K,EU'
S. Stangl,25,Austria,69,FC Red Bull Salzburg,€1.1M,€16K,EU'
F. Haugen,25,Norway,69,SK Brann,€1.4M,€4K,EU'
Wagner,30,Brazil,69,Tondela,€1M,€5K,SA'
G. Carabajal,25,Argentina,69,San Martín de San Juan,€1.3M,€8K,SA'
C. Lucchetti,39,Argentina,69,Atlético Tucumán,€70K,€3K,SA'
J. Knudsen,24,Denmark,69,Ipswich Town,€1.2M,€10K,EU'
P. Sammarco,34,Italy,69,Frosinone,€500K,€3K,EU'
V. Milinković-Savić,20,Serbia,69,Torino,€1.2M,€12K,EU'
Kim Kwang Suk,34,Korea Republic,69,Pohang Steelers,€325K,€6K,
A. Cerri,21,Italy,69,Perugia,€1.9M,€41K,EU'
J. Ávila,25,Colombia,69,CPD Junior Barranquilla,€1.2M,€3K,SA'
L. Kleinheisler,23,Hungary,69,,€0,€0.00,EU'
R. Aliendro,26,Argentina,69,Atlético Tucumán,€1.2M,€7K,SA'
C. Erbes,27,Argentina,69,Chacarita Juniors,€1M,€7K,SA'
F. Daprelà,26,Switzerland,69,FC Lugano,€1M,€5K,EU'
J. Baffo,24,Sweden,69,Eintracht Braunschweig,€1.2M,€11K,EU'
Miquel,24,Spain,69,CD Lugo,€1.3M,€5K,EU'
A. Al Faraj,28,Saudi Arabia,69,Al Nassr,€850K,€21K,AS'
G. Verón,27,Argentina,69,New York Red Bulls,€1.1M,€5K,SA'
D. Goutas,23,Greece,69,Sint-Truidense VV,€1.2M,€6K,EU'
P. Mtiliga,36,Denmark,69,FC Nordsjælland,€140K,€6K,EU'
R. Raldes,36,Bolivia,69,,€0,€0.00,SA'
A. Cossu,37,Italy,69,Cagliari,€350K,€22K,EU'
A. Saldívar,27,Mexico,69,U.N.A.M.,€850K,€10K,NA'
G. Maluleka,28,South Africa,69,Kaizer Chiefs,€1M,€1K,AF'
J. Duverne,19,France,69,RC Lens,€1.4M,€3K,EU'
D. Frahn,30,Germany,69,Chemnitzer FC,€1M,€1K,EU'
S. De Ridder,30,Belgium,69,Sporting Lokeren,€1M,€9K,EU'
M. Scozzarella,29,Italy,69,Parma,€1M,€4K,EU'
W. Grigg,25,Northern Ireland,69,Wigan Athletic,€1.3M,€9K,
P. Grbić,28,Montenegro,69,Akhisar Belediyespor,€1.1M,€12K,EU'
M. Hassen,22,France,69,La Berrichonne de Châteauroux,€1.1M,€11K,EU'
K. Barbarouses,27,New Zealand,69,Melbourne Victory,€1.1M,€7K,OC'
Mario Fernández,29,Spain,69,Rayo Vallecano,€825K,€6K,EU'
E. Bergström,24,Sweden,69,Grasshopper Club Zürich,€1.2M,€19K,EU'
L. Munesos,25,Chile,69,CD Huachipato,€1.1M,€5K,SA'
M. Barbieri,23,Argentina,69,Racing Club de Avellaneda,€1.3M,€9K,SA'
Mário Felgueiras,30,Portugal,69,FC Paços de Ferreira,€675K,€5K,EU'
M. Woolford,31,England,69,Grimsby Town,€925K,€9K,
F. Píriz,27,Uruguay,69,Montpellier Hérault SC,€1M,€14K,SA'
W. López,31,Uruguay,69,La Spezia,€700K,€3K,SA'
C. Arias,29,Colombia,69,Alianza Petrolera,€1.1M,€2K,SA'
C. Nasuti,34,Argentina,69,Bahía Blanca,€325K,€6K,SA'
J. Kouffaty,24,Venezuela,69,CD Los Millionarios Bogota,€1.5M,€3K,SA'
P. Małecki,28,Poland,69,Wisła Kraków,€1.1M,€6K,EU'
Pedro Trigueira,29,Portugal,69,Vitória Setúbal,€700K,€5K,EU'
Christian Fernández,31,Spain,69,Real Oviedo,€700K,€6K,EU'
P. Schönfeld,28,Germany,69,Eintracht Braunschweig,€1M,€15K,EU'
T. Kleindienst,21,Germany,69,SC Freiburg,€1.6M,€13K,EU'
K. Arkivuo,34,Finland,69,BK Häcken,€300K,€3K,EU'
M. Watkins,26,Wales,69,Norwich City,€1.2M,€21K,
A. Dantsev,32,Russia,69,FC Ural,€575K,€18K,
K. Phillips,21,England,69,Leeds United,€1.5M,€14K,
J. van der Lely,21,Netherlands,69,FC Twente,€1.3M,€5K,EU'
Léo Jabá,18,Brazil,69,Terek Grozny,€2.2M,€13K,SA'
T. Bianchi,28,Italy,69,Ascoli,€1M,€3K,EU'
H. Singh,26,Norway,69,Kalmar FF,€1.2M,€4K,EU'
S. Kulovits,34,Austria,69,SV Sandhausen,€325K,€4K,EU'
N. Næss,24,Norway,69,SC Heerenveen,€1.2M,€5K,EU'
G. Kagelmacher,29,Uruguay,69,KV Kortrijk,€800K,€9K,SA'
M. Pospíšil,26,Czech Republic,69,Jagiellonia Białystok,€1.2M,€7K,EU'
J. Schauerte,29,Germany,69,Fortuna Düsseldorf,€800K,€15K,EU'
K. Nagai,28,Japan,69,F.C. Tokyo,€1.1M,€8K,AS'
A. Aguerre,26,Argentina,69,Vélez Sarsfield,€950K,€7K,SA'
L. Steele,32,England,69,Bristol City,€600K,€18K,
A. Castro,22,Argentina,69,San Lorenzo de Almagro,€1.7M,€11K,SA'
D. Bernhardt,31,Germany,69,VfR Aalen,€650K,€1K,EU'
O. García,32,Honduras,69,Houston Dynamo,€825K,€5K,NA'
A. Sánchez,30,Argentina,69,Atlético Tucumán,€675K,€5K,SA'
S. Peszko,32,Poland,69,Lechia Gdańsk,€825K,€6K,EU'
Paulo Fajarda,25,Brazil,69,Avaí Futebol Clube,€925K,€9K,SA'
R. Orsolini,20,Italy,69,Atalanta,€2.3M,€41K,EU'
B. Nouri,30,Iraq,69,Östersunds FK,€975K,€4K,AS'
T. Tchani,28,Cameroon,69,Vancouver Whitecaps FC,€850K,€5K,AF'
D. Høegh,26,Denmark,69,SC Heerenveen,€1.1M,€6K,EU'
N. Dimitrov,29,Bulgaria,69,FC Ural,€1M,€20K,EU'
A. Karamanos,26,Greece,69,Rio Ave FC,€1.3M,€7K,EU'
H. Mosquera,22,Colombia,69,CD Los Millionarios Bogota,€1.6M,€3K,SA'
Hélder Ferreira,20,Portugal,69,Vitória Guimarães,€1.6M,€5K,EU'
C. Ibargüen,21,Colombia,69,Corporación Club Deportivo Tuluá,€1.7M,€28K,SA'
E. Zavaleta,24,United States,69,Toronto FC,€1.1M,€4K,
M. Pellizzer,28,Italy,69,Virtus Entella,€1M,€2K,EU'
M. Cremonesi,29,Italy,69,Ferrara (SPAL),€825K,€9K,EU'
G. O'Neil,34,England,69,Bristol City,€325K,€23K,
Galán,31,Spain,69,Rayo Vallecano,€700K,€7K,EU'
G. Loovens,33,Netherlands,69,Sheffield Wednesday,€425K,€28K,EU'
E. Valentini,28,Germany,69,1. FC Nürnberg,€825K,€8K,EU'
N. Ibáñez,35,Argentina,69,Newell's Old Boys,€250K,€5K,SA'
C. Donaldson,33,Jamaica,69,Sheffield United,€650K,€27K,NA'
Sandro Maceira,25,Brazil,69,Associação Chapecoense de Futebol,€1.1M,€10K,SA'
F. Quignon,24,Argentina,69,San Lorenzo de Almagro,€1.3M,€10K,SA'
R. Holmes,30,England,69,Charlton Athletic,€1M,€9K,
J. Cordoval,27,France,69,ES Troyes AC,€975K,€13K,EU'
G. Zigoni,26,Italy,69,F.B.C. Unione Venezia,€1.3M,€48K,EU'
J. Corona,26,United States,69,Club Tijuana,€1.2M,€13K,
L. Néry,26,France,69,Valenciennes FC,€1.1M,€4K,EU'
W. Bruin,27,United States,69,Seattle Sounders FC,€1.1M,€6K,
J. Bořil,26,Czech Republic,69,,€0,€0.00,EU'
J. Kosecki,26,Poland,69,Śląsk Wrocław,€1.1M,€5K,EU'
D. Gordon,32,Jamaica,69,Karlsruher SC,€600K,€1K,NA'
G. Maniatis,30,Greece,69,Alanyaspor,€775K,€8K,EU'
L. Murphy,27,England,69,Burton Albion,€1.2M,€20K,
P. Paye,27,France,69,Bourg en Bresse Péronnas 01,€875K,€4K,EU'
V. Bora,22,Turkey,69,Atiker Konyaspor,€1.6M,€10K,AS'
K. Haggui,33,Tunisia,69,FC St. Gallen,€425K,€9K,AF'
Sandro Manoel,28,Brazil,69,Al Fateh,€850K,€13K,SA'
S. Dyakov,33,Bulgaria,69,,€0,€0.00,EU'
J. Meffert,22,Germany,69,SC Freiburg,€1.2M,€11K,EU'
A. Balić,19,Croatia,69,Udinese,€1.5M,€9K,EU'
R. Erramuspe,27,Argentina,69,Independiente Medellín,€1.1M,€8K,SA'
J. Hobbs,28,England,69,Nottingham Forest,€850K,€16K,
J. Lowe,25,England,69,Birmingham City,€1.1M,€15K,
M. Abero,27,Uruguay,69,Club Atlético Tigre,€975K,€8K,SA'
S. Piette,22,Canada,69,Montreal Impact,€1.3M,€4K,NA'
P. Klandt,33,Germany,69,SC Freiburg,€525K,€11K,EU'
C. Solly,26,England,69,Charlton Athletic,€1M,€8K,
A. Ibrahim,26,Norway,69,Vålerenga Fotball,€1.3M,€4K,EU'
Joelinton,20,Brazil,69,SK Rapid Wien,€1.5M,€17K,SA'
M. Pučko,23,Slovenia,69,Real Oviedo,€1.6M,€6K,EU'
M. Jakobsen,31,Denmark,69,Melbourne City,€700K,€7K,EU'
L. Peltier,30,England,69,Cardiff City,€750K,€16K,
E. Andersen,24,Norway,69,Strømsgodset IF,€1.3M,€3K,EU'
O. Vranješ,27,Bosnia Herzegovina,69,AEK Athens,€1M,€1K,
P. Ziegler,27,Germany,69,1. FC Kaiserslautern,€1M,€8K,EU'
D. Wheater,30,England,69,Bolton Wanderers,€775K,€19K,
D. Boer,36,Netherlands,69,PEC Zwolle,€140K,€3K,EU'
M. Fedele,24,Switzerland,69,Foggia,€1.3M,€3K,EU'
J. Malhue,33,Chile,69,Everton de Viña del Mar,€650K,€3K,SA'
K. Mrabti,23,Sweden,69,Djurgårdens IF,€1.5M,€4K,EU'
Marlinito Dias,33,Brazil,69,Coritiba Foot Ball Club,€425K,€12K,SA'
Y. Corona,29,Mexico,69,Club Tijuana,€825K,€12K,NA'
S. Quinn,31,Republic of Ireland,69,Reading,€900K,€20K,
A. Crescenzi,25,Italy,69,Pescara,€1.1M,€3K,EU'
M. Sayouba,24,Ivory Coast,69,Stabæk Fotball,€1M,€2K,
Camacho,36,Spain,69,SD Huesca,€350K,€4K,EU'
G. Danic,35,France,69,FC Lorient,€450K,€4K,EU'
P. Ofosu-Ayeh,25,Ghana,69,Wolverhampton Wanderers,€1.1M,€24K,AF'
Pedro Coronas,26,Portugal,69,CS Marítimo,€1M,€6K,EU'
M. Curado,22,Argentina,69,Arsenal de Sarandí,€1.2M,€5K,SA'
A. Aldrete,29,Mexico,69,Cruz Azul,€800K,€17K,NA'
Dani Toribio,28,Spain,69,AD Alcorcón,€950K,€7K,EU'
T. Tawatha,25,Israel,69,Eintracht Frankfurt,€1.1M,€14K,AS'
L. Ceballos,30,Argentina,69,Colon de Santa Fe,€750K,€7K,SA'
I. Estrada,33,Mexico,69,Tigres U.A.N.L.,€400K,€30K,NA'
Alson Botelho,29,Brazil,69,Associação Atlética Ponte Preta,€825K,€10K,SA'
J. Stryger Larsen,26,Denmark,69,Udinese,€1M,€14K,EU'
M. Riveros,28,Paraguay,69,,€0,€0.00,SA'
H. Jele,30,South Africa,69,Orlando Pirates,€750K,€1K,AF'
M. Gómez,23,Colombia,69,Patriotas Boyacá FC,€1.5M,€2K,SA'
L. Klünter,21,Germany,69,1. FC Köln,€1.6M,€13K,EU'
C. Borthwick-Jackson,20,England,69,Leeds United,€1.6M,€38K,
A. Farrell,25,United States,69,New England Revolution,€1.1M,€5K,
M. Sigales,23,Uruguay,69,Godoy Cruz,€1.5M,€8K,SA'
Charles,32,Brazil,69,Antalyaspor,€600K,€10K,SA'
P. Göbel,23,Germany,69,Würzburger FV,€1.4M,€1K,EU'
A. Čolak,23,Croatia,69,FC Ingolstadt 04,€1.4M,€18K,EU'
T. Alexander-Arnold,18,England,69,Liverpool,€1.9M,€23K,
Iriome,30,Spain,69,CD Lugo,€1M,€6K,EU'
A. Ribelin,21,France,69,Stade Rennais FC,€1.5M,€11K,EU'
E. Buendía,20,Argentina,69,C.D. Leonesa S.A.D.,€1.5M,€10K,SA'
K. Nakamura,22,Japan,69,Kashiwa Reysol,€1.2M,€5K,AS'
M. Yatabaré,31,Mali,69,Kardemir Karabükspor,€950K,€10K,AF'
T. Adeyemi,25,England,69,Ipswich Town,€1.4M,€12K,
J. Robinson,23,England,69,Queens Park Rangers,€1.2M,€13K,
S. Lobotka,22,Slovakia,69,RC Celta de Vigo,€1.7M,€12K,
L. Sánchez,30,Argentina,69,Unión de Santa Fe,€775K,€8K,SA'
F. Bredlow,22,Germany,69,1. FC Nürnberg,€1.2M,€5K,EU'
Y. Takahagi,30,Japan,69,F.C. Tokyo,€975K,€7K,AS'
Ravanelli,19,Brazil,69,Terek Grozny,€1.5M,€11K,SA'
F. N'Ganga,32,Congo,69,Sporting Charleroi,€575K,€9K,AF'
F. N'Ganga,32,Congo,69,Sporting Charleroi,€575K,€9K,AF'
N. Schouterden,28,Belgium,69,KAS Eupen,€1.1M,€8K,EU'
M. Marić,33,Switzerland,69,Sporting Lokeren,€425K,€9K,EU'
X. Kouassi,27,Ivory Coast,69,New England Revolution,€1M,€5K,
M. Terki,25,Algeria,69,Sporting Lokeren,€1.3M,€9K,AF'
C. Agoste,33,Chile,69,Universidad Católica,€650K,€5K,SA'
Y. Boli,23,France,69,Sint-Truidense VV,€1.4M,€8K,EU'
G. Agbonlahor,30,England,69,Aston Villa,€1M,€23K,
N. Navarro,32,Argentina,69,San Lorenzo de Almagro,€600K,€9K,SA'
G. De Mets,30,Belgium,69,SV Zulte-Waregem,€775K,€9K,EU'
L. Karaboué,29,Ivory Coast,69,Valenciennes FC,€1M,€4K,
Miguel Vieira,26,Portugal,69,FC Paços de Ferreira,€1.1M,€6K,EU'
S. Camara,34,Senegal,69,Montpellier Hérault SC,€550K,€16K,AF'
César Soriano,34,Spain,69,AD Alcorcón,€300K,€7K,EU'
G. De Luca,25,Italy,69,Virtus Entella,€1.3M,€16K,EU'
R. Emond,25,Belgium,69,Standard de Liège,€1.3M,€10K,EU'
Cris,33,Portugal,69,CD Feirense,€625K,€7K,EU'
K. Müller,26,Germany,69,1. FC Heidenheim,€925K,€8K,EU'
M. Martin,28,France,69,Heart of Midlothian,€1M,€6K,EU'
B. Vătăjelu,24,Romania,69,Sparta Praha,€1.2M,€1K,EU'
M. Mitrishev,24,Russia,69,Terek Grozny,€1.4M,€19K,
C. Monsalvo,27,Colombia,69,Águilas Doradas,€1.2M,€2K,SA'
Lucas João,23,Portugal,69,Sheffield Wednesday,€1.4M,€29K,EU'
R. Christie,22,Scotland,69,Aberdeen,€1.4M,€25K,
R. van La Parra,26,Netherlands,69,Huddersfield Town,€1.2M,€26K,EU'
O. Altman,23,Israel,69,Panathinaikos FC,€1.4M,€1K,AS'
N. Aankour,23,Morocco,69,Korona Kielce,€1.5M,€4K,AF'
M. Christiansen,20,Germany,69,FC Ingolstadt 04,€1.4M,€10K,EU'
A. Duiedar,29,Egypt,69,,€0,€0.00,AF'
J. Dudziak,21,Germany,69,FC St. Pauli,€1.2M,€8K,EU'
Dankler,25,Brazil,69,RC Lens,€1.1M,€5K,SA'
M. Petković,24,Serbia,69,Spartak Moscow,€1.2M,€24K,EU'
C. Charisis,22,Greece,69,Sint-Truidense VV,€1.2M,€6K,EU'
M. Reynolds,30,Scotland,69,Aberdeen,€775K,€5K,
L. Montes,31,Mexico,69,Club León,€900K,€17K,NA'
M. Kirkeskov,25,Denmark,69,Aalesunds FK,€1.1M,€3K,EU'
A. Youga,24,Central African Rep.,69,Le Havre AC,€1.2M,€4K,
R. Mühren,28,Netherlands,69,Sparta Rotterdam,€1.1M,€10K,EU'
C. Lines,31,England,69,Bristol Rovers,€900K,€7K,
M. Zeffane,25,Algeria,69,Stade Rennais FC,€1.1M,€12K,AF'
F. Castillón,31,Argentina,69,Club Atlético Lanús,€925K,€11K,SA'
A. Walongwa,23,Congo,69,FC Nantes,€1.2M,€11K,AF'
A. Walongwa,23,Congo,69,FC Nantes,€1.2M,€11K,AF'
Antonaldo Laforte,25,Brazil,69,Clube Atlético Mineiro,€1.1M,€19K,SA'
C. Beck,29,Germany,69,1. FC Magdeburg,€1.1M,€1K,EU'
G. Tansey,28,England,69,Aberdeen,€850K,€6K,
M. Dal Hende,26,Denmark,69,FC Midtjylland,€1.1M,€15K,EU'
J. San Román,28,Argentina,69,Newell's Old Boys,€825K,€10K,SA'
A. Caracciolo,35,Italy,69,Brescia,€475K,€3K,EU'
Z. Diallo,30,France,69,Stade Brestois 29,€775K,€4K,EU'
E. Assifuah,23,Ghana,69,Le Havre AC,€1.4M,€5K,AF'
L. Robles,30,Mexico,69,Club Atlas,€775K,€12K,NA'
Gonçalo Paciência,22,Portugal,69,Vitória Setúbal,€1.6M,€8K,EU'
R. Stearman,29,England,69,Sheffield United,€825K,€24K,
D. Swanson,30,Scotland,69,Hibernian,€1M,€5K,
Oriol Rosell,24,Spain,69,Portimonense SC,€1.2M,€7K,EU'
T. Fountas,21,Greece,69,SG Sonnenhof Großaspach,€1.4M,€1K,EU'
G. Iñíguez,23,Argentina,69,Udinese,€1.5M,€14K,SA'
E. Armenteros,31,Argentina,69,Santos Laguna,€900K,€13K,SA'
Paulo Daineiro,33,Brazil,69,Associação Chapecoense de Futebol,€650K,€10K,SA'
J. van der Linden,26,Netherlands,69,Willem II,€1M,€6K,EU'
A. Kochenkov,30,Russia,69,Lokomotiv Moscow,€675K,€17K,
D. Williams,24,Republic of Ireland,69,Blackburn Rovers,€1.1M,€7K,
L. Castaldo,35,Italy,69,Avellino,€475K,€3K,EU'
D. McGowan,25,Australia,69,FC Paços de Ferreira,€1.1M,€6K,OC'
A. Baptiste,31,England,69,Queens Park Rangers,€700K,€16K,
M. El Makrini,29,Netherlands,69,Roda JC Kerkrade,€825K,€7K,EU'
Nélson Monte,21,Portugal,69,Rio Ave FC,€1.2M,€4K,EU'
Pere Milla,24,Spain,69,CD Numancia,€1.4M,€10K,EU'
N. Colazo,26,Argentina,69,Gimnasia y Esgrima La Plata,€1.1M,€15K,SA'
J. Buxton,32,England,69,Burton Albion,€600K,€7K,
E. Ardenaz,25,Chile,69,Santiago Wanderers,€1.1M,€4K,SA'
A. Kantari,32,Morocco,69,Valenciennes FC,€600K,€4K,AF'
R. Williams,28,Australia,69,Melbourne Victory,€850K,€6K,OC'
Lee Tae Hee,22,Korea Republic,69,Incheon United FC,€1.2M,€3K,
J. Ramírez,24,Argentina,69,Talleres de Cordoba,€1.4M,€5K,SA'
P. Ledesma,33,Argentina,69,Colon de Santa Fe,€425K,€7K,SA'
Rui Correia,26,Portugal,69,FC Paços de Ferreira,€1.1M,€6K,EU'
F. Jensen,19,Finland,69,FC Twente,€1.8M,€4K,EU'
J. Grounds,29,England,69,Birmingham City,€800K,€16K,
D. Buzzegoli,34,Italy,69,Ascoli,€500K,€3K,EU'
J. Wilson,21,England,69,Manchester United,€1.5M,€48K,
A. Ramos,25,Chile,69,Club León,€1.3M,€18K,SA'
E. Godoy,23,Argentina,69,Belgrano de Córdoba,€1.3M,€7K,SA'
Ever Sineiro,29,Brazil,69,Coritiba Foot Ball Club,€1M,€14K,SA'
O. Petrák,25,Czech Republic,69,1. FC Nürnberg,€1.1M,€7K,EU'
G. Evans,22,England,69,Reading,€1.3M,€16K,
M. Duelund,20,Denmark,69,FC Midtjylland,€1.6M,€13K,EU'
O. Idrissi,21,Netherlands,69,FC Groningen,€1.5M,€6K,EU'
F. Mercado,27,Colombia,69,Corporación Club Deportivo Tuluá,€1.2M,€2K,SA'
Yu Hanchao,30,China PR,69,,€0,€0.00,
F. Tait,24,France,69,Angers SCO,€1.4M,€12K,EU'
K. Bua,23,Switzerland,69,FC Basel,€1.4M,€18K,EU'
R. Kristiansen,29,Norway,69,SK Brann,€800K,€4K,EU'
A. Weis,27,Germany,69,SSV Jahn Regensburg,€850K,€6K,EU'
B. Verstraete,23,Belgium,69,KAA Gent,€1.2M,€10K,EU'
E. Rescaldani,25,Argentina,69,SD Huesca,€1.4M,€4K,SA'
J. Beckford,33,Jamaica,69,Bury,€650K,€8K,NA'
D. Burn,25,England,69,Wigan Athletic,€1.1M,€8K,
S. Beitashour,30,Iran,69,Toronto FC,€750K,€5K,AS'
I. Mbaye,22,Senegal,69,Bologna,€1.3M,€21K,AF'
Enaldo Paneira,25,Brazil,69,Cruzeiro,€1.1M,€16K,SA'
E. Knudtzon,28,Norway,69,Lillestrøm SK,€1.1M,€4K,EU'
D. Vaughan,34,Wales,69,Nottingham Forest,€325K,€16K,
J. Bendik,28,United States,69,Orlando City Soccer Club,€875K,€4K,
